id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2125059124,955000,3,2.25,3020,43560,2,0,0,3,10,2720,300,1969,0,98005,47.6456,-122.173,3910,43560
1225039067,455000,2,2,1190,1303,2,0,0,3,8,800,390,2009,0,98107,47.6675,-122.368,1670,2425
6431500283,409500,3,1,1340,4120,1,0,0,4,7,1040,300,1921,0,98103,47.6916,-122.352,1270,4635
2473380010,265000,3,2.25,1750,9298,1,0,0,4,7,1410,340,1969,0,98058,47.4579,-122.164,1720,7875
5694501195,438600,1,1,720,2500,1,0,0,3,7,720,0,1910,0,98103,47.6597,-122.345,1520,3750
2881700046,310000,4,1,1740,11075,1.5,0,0,3,7,1740,0,1965,0,98133,47.7458,-122.334,1580,7684
6837820330,300000,4,2.5,2450,8932,2,0,0,3,8,2450,0,1990,0,98023,47.3093,-122.345,2410,8775
2337300370,175000,3,1,1030,8395,1,0,0,4,7,1030,0,1960,0,98023,47.3322,-122.337,1370,9380
3876540630,205500,3,2,1330,8748,1,0,0,3,7,1330,0,1986,0,98003,47.2619,-122.298,1510,8584
626059317,375000,3,1.75,1430,10574,2,0,0,3,7,1430,0,1981,0,98011,47.7668,-122.218,1900,10450
3374500520,355000,0,0,2460,8049,2,0,0,3,8,2460,0,1990,0,98031,47.4095,-122.168,2520,8050
7228501903,250000,1,1,780,1033,1,0,0,3,7,780,0,1922,1985,98122,47.6155,-122.306,1040,1319
4019300051,455000,3,1.75,1760,11371,1,0,0,5,8,1760,0,1959,0,98155,47.7616,-122.273,2220,19884
4232902615,819000,3,1,1300,3600,2,0,0,3,7,1300,0,1900,0,98119,47.6345,-122.366,2510,4800
3546000090,199500,3,1.75,1690,8901,1,0,0,3,7,1690,0,1986,0,98030,47.3546,-122.176,1690,7532
8127700215,862000,4,2.25,2220,4200,1.5,0,0,5,8,1310,910,1932,0,98199,47.6418,-122.394,2020,4940
3438501100,400000,3,1,1240,4000,1.5,0,0,3,8,1240,0,1928,2000,98106,47.5467,-122.359,1200,17707
1769600066,700000,3,3.5,3030,11550,2,0,2,3,8,3030,0,1971,2011,98146,47.5051,-122.381,2340,10560
8146100610,672000,3,1,1220,8573,1,0,0,4,7,1220,0,1954,0,98004,47.6088,-122.193,1390,8573
3052700695,575000,4,2,1650,5000,1,0,0,3,7,1650,0,1955,0,98117,47.6781,-122.374,1690,2276
7954310210,615000,4,2.5,3010,6903,2,0,0,3,9,3010,0,2001,0,98056,47.5213,-122.193,2860,6435
3761700053,2150000,3,2.75,3470,9610,3,1,4,3,11,3470,0,1989,2000,98034,47.7205,-122.26,4130,11875
1320069179,397000,3,2,1710,134489,1,0,2,5,7,1710,0,1952,0,98022,47.2207,-121.984,1700,63823
1331900410,869000,4,3,3740,30884,2,0,0,3,9,3060,680,1988,0,98072,47.7505,-122.117,3240,37031
7303100210,355000,4,2.25,1810,4970,2,0,0,3,7,1810,0,2003,0,98059,47.5003,-122.156,1810,4858
2464400285,575000,3,2.5,1590,2910,2,0,0,3,7,1110,480,1984,0,98115,47.6855,-122.321,1590,3880
6163901150,346000,3,1.75,1590,9636,1.5,0,0,4,6,1590,0,1953,0,98155,47.754,-122.321,1800,9975
8955800045,530000,2,2.25,2080,11285,1,0,0,4,8,1180,900,1954,0,98042,47.3628,-122.147,2590,13048
2314300200,449500,4,3,2580,7299,2,0,0,3,8,2580,0,1998,0,98058,47.4646,-122.15,2250,6165
9528104360,435000,2,1.5,901,1245,3,0,0,3,7,901,0,2001,0,98115,47.6774,-122.325,1138,1137
4177100005,635000,4,2.5,2970,7961,1,0,0,3,8,2020,950,1969,0,98125,47.7118,-122.29,1410,7959
8856960260,332500,3,2.25,1800,10500,2,0,0,3,7,1800,0,1995,0,98038,47.3879,-122.032,1870,8555
1828001220,550000,5,2.75,3000,9473,1,0,0,3,8,1500,1500,1966,0,98052,47.6567,-122.13,2050,8820
3066400710,720000,3,2.5,2520,10012,2,0,0,3,10,2520,0,1987,0,98074,47.6295,-122.051,2680,10071
624110610,1085000,4,3.25,3740,12080,1,0,0,3,10,2000,1740,1988,0,98077,47.7214,-122.056,4210,15277
4040800260,418000,4,1.5,1220,10580,1,0,0,3,7,1220,0,1965,0,98008,47.6205,-122.116,1350,7800
5019500215,495000,2,1.75,1280,4000,1,0,0,4,7,730,550,1929,0,98116,47.5798,-122.383,2250,5382
2481630180,1140000,4,2.25,3310,127631,2,0,0,5,9,3310,0,1924,1956,98072,47.732,-122.134,3830,43959
7203170190,734990,4,2.5,2650,6884,2,0,0,3,8,2650,0,2012,0,98053,47.6901,-122.015,2520,5866
510001280,980000,4,2,2190,4560,2.5,0,0,5,8,2190,0,1910,0,98103,47.662,-122.329,2190,4560
9430110120,737000,3,2.5,2300,7800,2,0,2,3,9,2300,0,1997,0,98052,47.6842,-122.155,2300,8187
1565950030,364950,4,2.5,1930,6957,2,0,0,3,8,1930,0,1995,0,98055,47.4309,-122.191,2090,6996
9828202255,890000,4,2.75,2610,4400,1,0,0,5,8,1260,1350,1920,0,98122,47.6158,-122.293,1770,4400
3878900270,466000,4,2,2240,4508,1,0,2,4,8,1340,900,1926,0,98178,47.5096,-122.25,1930,5250
8091600080,225000,3,1,1120,8407,1,0,0,5,6,1120,0,1987,0,98022,47.2051,-122.006,1250,8658
1112000035,420000,2,1,1000,5375,1,0,0,3,7,1000,0,1953,0,98118,47.5404,-122.268,1380,5000
2228900270,215000,2,1,1010,6000,1,0,0,4,6,1010,0,1944,0,98133,47.771,-122.353,1610,7313
6648701740,270000,5,2.5,2140,10320,1,0,0,4,7,1330,810,1967,0,98031,47.3927,-122.194,2050,8964
1245003740,778000,3,2,1840,6000,2,0,0,5,7,1720,120,1946,0,98033,47.6828,-122.207,1390,6000
2174503441,650000,3,1.5,1380,4500,1,0,0,5,7,1380,0,1960,0,98040,47.5866,-122.25,1590,9000
7708250010,325000,3,2.5,1830,7585,2,0,0,4,8,1830,0,1995,0,98042,47.3893,-122.154,2070,7585
6072300110,550000,3,1.75,1940,8376,1,0,0,4,8,1290,650,1963,0,98006,47.5586,-122.173,2400,8674
2329800140,291000,4,2.5,1580,6633,2,0,0,4,7,1580,0,1984,0,98042,47.3768,-122.118,1590,6633
1494300040,437000,4,2.5,1890,8505,1,0,0,3,8,1290,600,1980,0,98052,47.6796,-122.115,1720,9600
3832050130,255500,3,2.5,1770,5000,2,0,0,3,7,1770,0,2009,0,98042,47.3358,-122.051,2230,5200
7203100730,875000,4,3.5,3790,6874,2.5,0,0,3,9,3790,0,2010,0,98053,47.6956,-122.022,3370,6535
7199330170,450000,3,1.75,1720,6960,1,0,0,3,7,1140,580,1978,0,98052,47.6972,-122.129,1720,7280
7785000220,725000,3,2,1550,12262,1,0,0,4,7,1550,0,1964,0,98040,47.5755,-122.216,2900,12372
1250201175,386500,4,1,1400,3600,1,0,0,4,6,700,700,1901,0,98144,47.5972,-122.295,1690,3600
4054500180,985000,4,3.25,4030,36762,2,0,0,3,11,4030,0,1988,0,98077,47.7235,-122.039,4090,40371
7905200061,419700,3,2.25,1450,1486,2,0,0,3,8,1160,290,2006,0,98116,47.5694,-122.387,1370,1437
3751604895,165000,3,1,1150,19200,1,0,0,4,5,1150,0,1908,0,98001,47.2756,-122.27,1290,19200
5220300140,408000,2,1,810,7440,1,0,0,5,6,810,0,1948,0,98133,47.7346,-122.352,830,7500
3323059027,340000,3,2.75,1720,28000,1,0,0,4,7,1720,0,1958,0,98058,47.4375,-122.176,2000,41817
8651611980,962800,4,2.75,3630,11775,2,0,0,3,10,3630,0,1999,0,98074,47.6378,-122.066,3800,12451
8673400190,557000,3,2.5,1630,1587,3,0,0,3,8,1630,0,2004,0,98107,47.6693,-122.393,1500,1527
1668500100,775000,3,2.5,3820,35016,2,0,0,4,9,3820,0,1987,0,98053,47.6496,-122.041,3010,35190
1023059365,520000,3,2.5,2460,54885,2,0,0,4,8,2460,0,1980,0,98059,47.4996,-122.146,2770,21407
3308030060,385000,3,1.75,2310,11200,1,0,0,4,8,1630,680,1978,0,98030,47.3637,-122.21,2350,13300
4232400860,1200000,4,2,2120,3360,2,0,0,3,9,2120,0,1905,0,98112,47.6227,-122.31,2090,3600
2144800615,190000,1,0.75,930,29258,1,0,0,3,6,930,0,1941,0,98178,47.4837,-122.236,2000,18321
1568100920,1950000,4,2.5,3440,14554,2,1,4,3,8,2170,1270,2012,0,98155,47.7364,-122.286,3170,11810
9406510040,555000,4,2.5,2920,24074,2,0,0,3,9,2920,0,1997,0,98038,47.381,-122.056,2760,26023
2923049421,250000,3,2.25,1920,7738,1,0,0,3,8,1520,400,1965,0,98148,47.4562,-122.33,2170,8452
1051000040,1824100,3,2.25,3330,20053,2,0,0,3,9,3330,0,1968,1998,98004,47.6395,-122.214,2870,20053
2077700042,530000,3,2,2330,26571,2.5,0,0,3,8,2330,0,1987,0,98005,47.6009,-122.158,2030,20037
9423800030,250000,3,1,1100,7470,1,0,0,4,5,1100,0,1917,0,98065,47.5242,-121.831,1280,7055
9818700455,518000,4,2.5,2320,4000,1.5,0,0,5,8,1510,810,1905,0,98122,47.6048,-122.298,1490,4500
7133300675,450000,3,1,1140,4500,1,0,0,3,6,840,300,1907,0,98144,47.5897,-122.314,1150,3000
4113800550,562500,4,2.5,2440,7322,2,0,0,3,9,2440,0,1991,0,98056,47.5357,-122.179,2590,9927
5553300375,2160000,3,3.5,3080,6495,2,0,3,3,11,2530,550,1996,2006,98199,47.6321,-122.393,4120,8620
2025701530,282000,3,2.5,1610,6000,2,0,0,4,7,1610,0,1993,0,98038,47.349,-122.036,1570,6000
7942601155,302282,2,1,1095,5120,1.5,0,0,3,7,1095,0,1901,0,98122,47.6058,-122.313,1310,5120
7524300020,267000,3,2.5,1580,12250,2,0,0,3,8,1580,0,1993,0,98198,47.3771,-122.315,1560,9900
2520069100,275000,4,2,1960,30480,1,0,2,4,7,1060,900,1972,0,98022,47.1924,-121.988,1460,8914
5412300410,248000,3,1,1420,8800,1,0,0,4,6,1090,330,1981,0,98030,47.3746,-122.181,1480,8000
7504110760,750000,4,2.25,3190,11597,2,0,0,3,10,2300,890,1984,0,98074,47.6323,-122.039,2990,10679
2594200350,445000,2,1,910,7200,1,0,1,4,7,830,80,1936,0,98136,47.5145,-122.39,1700,7200
2722059013,550000,2,1,1270,43560,1,0,0,4,5,1270,0,1908,0,98042,47.3651,-122.165,1870,6960
8078430480,545000,4,2.5,2040,7412,2,0,0,3,8,2040,0,1988,0,98074,47.6347,-122.026,2050,7830
1423069162,549000,4,2.25,2740,88426,2,0,0,3,7,2740,0,1991,0,98027,47.4734,-122.006,2740,62726
8856001090,185900,3,1,940,10890,1,0,0,4,5,940,0,1909,0,98001,47.2763,-122.257,1370,10255
7000100631,730000,5,1.75,2690,21357,1,0,0,4,7,1420,1270,1952,0,98004,47.5831,-122.191,2600,17539
4222200280,225000,3,2,1460,7740,1,0,0,3,7,1460,0,1968,0,98003,47.3467,-122.306,1540,7644
7971300050,657500,3,2,2320,10960,1,0,0,3,7,1510,810,1956,0,98005,47.6157,-122.174,2160,10960
2009001600,265000,3,1,1070,9000,1,0,0,4,7,1070,0,1950,0,98198,47.4061,-122.33,1840,12000
6619910140,630000,4,1.75,2950,9025,1,0,2,4,8,1780,1170,1975,0,98034,47.7128,-122.223,2120,9600
2877100985,490000,3,2.25,1470,2500,2,0,0,3,8,1080,390,1984,0,98117,47.6762,-122.36,1640,4300
1196000007,384900,5,2.5,3090,12750,1,0,0,3,8,1750,1340,1968,0,98023,47.3408,-122.335,1760,25919
1330850130,799990,3,2.5,2850,21780,2,0,0,3,10,2850,0,1994,0,98053,47.6455,-122.04,3020,21798
6664900410,252500,3,2,1900,8002,1,0,0,3,7,1900,0,1991,0,98023,47.2909,-122.352,1900,6086
1231001110,380000,3,1,920,3532,1,0,0,3,6,920,0,1910,0,98118,47.5539,-122.268,1250,4000
9235900030,245000,2,1,860,6120,1,0,0,3,7,860,0,1948,0,98155,47.7503,-122.328,1100,6860
9407101840,378000,4,2.5,1890,12236,1,0,0,3,7,1230,660,1978,0,98045,47.4491,-121.78,1390,11360
9523103001,389000,2,1,850,3276,1,0,0,3,6,850,0,1910,0,98103,47.6742,-122.35,1460,4100
2149800278,343000,6,5,2732,7655,2,0,0,3,7,2732,0,2009,0,98002,47.3045,-122.211,3078,69993
7234601198,742000,3,3.25,1540,704,3,0,0,3,9,1540,0,2011,0,98122,47.6177,-122.308,1540,1456
9476700035,400000,4,2,2680,13680,2,0,2,4,7,2350,330,1943,1965,98056,47.4887,-122.192,1430,11000
9297301065,625000,3,1,1800,4800,1,0,2,4,9,900,900,1927,0,98126,47.5672,-122.372,1400,4800
518500700,630000,2,2.25,2550,5663,1,0,0,3,10,1720,830,2011,0,98056,47.5304,-122.202,2560,3828
7843500090,299500,4,2.5,2010,12085,2,0,0,3,8,2010,0,1986,0,98042,47.3406,-122.057,1910,12133
6056110780,229800,2,1.75,1110,1773,2,0,0,3,8,1110,0,2014,0,98108,47.5647,-122.293,1420,2855
2345700260,395000,5,2.5,2820,6305,2,0,0,3,8,2820,0,2003,0,98003,47.2616,-122.296,2610,6306
3509600070,225000,3,1.5,1370,9000,1,0,0,3,7,1370,0,1962,0,98168,47.4973,-122.328,1400,9075
1431700280,310000,5,2,2730,7344,1,0,0,5,7,1510,1220,1962,0,98058,47.4602,-122.171,1730,7700
1623049174,330000,4,3,1920,12040,1,0,0,3,7,1920,0,1962,0,98168,47.4805,-122.301,1530,10230
3024089049,280000,2,1.75,1610,158558,1.5,0,0,2,6,1610,0,1948,0,98065,47.5319,-121.84,1800,3572
7853340450,415000,3,2.75,1770,3172,2,0,0,3,8,1770,0,2009,0,98065,47.5164,-121.878,1760,2891
7732410360,752888,3,2.5,2420,9000,2,0,0,4,9,2420,0,1987,0,98007,47.6599,-122.146,2630,9000
1446800995,300000,3,2.5,2020,6628,1,0,0,4,7,1250,770,1963,0,98168,47.4934,-122.332,1540,9995
2946000285,200000,3,2,1170,10051,1,0,0,4,7,1170,0,1957,0,98198,47.4229,-122.324,1440,9800
425079100,406500,3,2.75,1840,68479,1,0,2,3,8,1340,500,1989,0,98014,47.6802,-121.908,2060,61903
3876313040,468000,4,2.5,2100,8400,1,0,0,4,7,1240,860,1976,0,98072,47.735,-122.17,1980,8610
1762600260,1050000,4,3.25,3440,35021,2,0,0,3,10,3440,0,1983,0,98033,47.6476,-122.184,3440,35021
1925069121,960000,3,2.5,1730,4102,3,1,4,3,8,1730,0,1996,0,98074,47.645,-122.084,2340,16994
7443000480,865000,4,2,2750,5527,2,0,0,3,8,2130,620,1901,1987,98119,47.6513,-122.368,1290,1764
7820000015,395000,3,1.75,1400,8640,1,0,0,3,7,1400,0,1962,0,98011,47.7659,-122.204,1630,8640
4027701253,470000,4,2.5,1990,30083,2,0,0,3,8,1990,0,1998,0,98155,47.7678,-122.272,2220,11627
2826049165,517000,4,1,1180,13500,1.5,0,0,3,7,1180,0,1950,0,98125,47.7165,-122.308,1580,8976
5426300060,1000000,3,2.25,2300,15952,1,0,0,4,8,1150,1150,1963,0,98039,47.6322,-122.232,2200,14284
1278000210,110000,2,1,828,4524,1,0,0,3,6,828,0,1968,2007,98001,47.2655,-122.244,828,5402
923000270,405000,2,1,1020,8155,1,0,0,4,7,1020,0,1948,0,98177,47.7257,-122.361,1430,8157
7657600005,249950,5,2,1730,7375,1,0,0,4,6,1730,0,1944,0,98178,47.4953,-122.238,1550,7125
3024079057,410000,3,1.5,1750,32500,1,0,0,4,7,1750,0,1966,0,98027,47.5316,-121.959,1820,102801
3276180020,385000,4,1.75,1660,10757,1,0,0,3,7,1000,660,1980,0,98056,47.5071,-122.194,1880,8319
7304300760,349000,3,1,1010,8184,1,0,0,4,6,1010,0,1947,0,98155,47.7416,-122.319,1010,8184
3908100020,540000,4,1,1360,5766,1.5,0,0,5,7,1360,0,1951,0,98115,47.6827,-122.289,1500,5704
8835400805,657000,4,1.75,2740,8520,1,0,2,3,8,1370,1370,1954,0,98118,47.5445,-122.263,2740,9286
4051150070,250000,3,1.5,1072,4339,2,0,0,3,7,1072,0,2009,0,98042,47.386,-122.162,1443,4341
3904930530,350000,3,2,1440,5469,1,0,0,3,8,1440,0,1988,0,98029,47.5753,-122.017,1980,6198
6163900971,352450,3,2,1430,6000,1,0,0,5,7,1430,0,1945,0,98155,47.7564,-122.316,1630,6315
7942600310,375000,2,1,940,5120,1,0,0,3,7,940,0,1909,0,98122,47.6073,-122.308,1300,5120
4365700330,275000,2,1.75,930,7080,1,0,0,3,6,930,0,1923,2006,98106,47.5224,-122.36,1100,7680
423059207,322500,3,2,1190,6445,1,0,0,3,7,1190,0,1996,0,98056,47.5057,-122.172,1920,8195
3992700265,385100,3,1,1060,8040,1,0,0,4,6,1060,0,1949,0,98125,47.7121,-122.287,1300,7620
7177300090,395000,3,1.5,1080,2940,1.5,0,0,4,7,1080,0,1920,0,98115,47.6832,-122.304,1400,4930
2540820010,750000,4,2.5,2930,8641,2,0,0,3,8,2930,0,2010,0,98034,47.7199,-122.246,2120,11175
5700002510,1085000,5,2.5,2340,6000,2,0,0,4,10,2340,0,1922,0,98144,47.5764,-122.287,2350,6000
5201000030,597000,4,2.5,2370,41338,2,0,0,3,8,2370,0,1995,0,98077,47.7379,-122.052,2340,46661
7631800015,2510000,3,3.25,5480,57990,2,1,4,3,11,5480,0,1991,0,98166,47.4558,-122.371,2500,22954
2922702965,703300,3,2,1980,3525,1.5,0,0,4,8,1590,390,1932,0,98117,47.6847,-122.368,1760,3760
1525059198,1185000,3,2.25,2760,40946,2,0,0,5,10,2760,0,1978,0,98005,47.6501,-122.164,3030,42253
1245003160,698000,4,2.25,2200,11250,1.5,0,0,5,7,1300,900,1920,0,98033,47.6845,-122.201,2320,10814
3810000455,340000,4,2.25,2060,8400,1,0,0,3,7,1300,760,1960,0,98178,47.4984,-122.23,1990,7383
7855600080,750000,3,1.75,2770,15232,1,0,0,3,8,1570,1200,1976,0,98006,47.5706,-122.16,2340,11400
5701500030,1505000,4,3.5,3480,7232,2,0,0,3,9,2580,900,1926,2010,98144,47.5859,-122.291,2380,5642
7504020400,615000,4,2.25,2360,15860,1,0,0,3,9,2360,0,1977,0,98074,47.6307,-122.051,2650,11798
1402600570,320000,3,2.25,1580,6561,1,0,0,3,8,1200,380,1981,0,98058,47.4394,-122.14,1710,7241
7575610760,290000,3,2.25,1620,7772,2,0,0,4,8,1620,0,1988,0,98003,47.3521,-122.302,1710,6455
8731990370,374950,4,3,2540,8800,1,0,1,3,9,1620,920,1977,0,98023,47.3204,-122.387,2540,8800
5021900090,1100000,5,2.75,2830,18050,1,0,0,5,7,1630,1200,1958,0,98040,47.5773,-122.226,2370,14250
290000075,550000,3,1,1260,6000,1,0,3,3,7,1260,0,1951,0,98146,47.5058,-122.384,2020,6600
2841500010,390000,4,3,2860,5724,1,0,0,3,7,1730,1130,1983,0,98108,47.5427,-122.302,2340,7200
3955900830,467000,3,2.5,3460,6590,2,0,0,3,7,3460,0,2001,0,98056,47.4802,-122.188,2490,6312
7852110140,552250,4,2.5,2580,5823,2,0,0,3,8,2580,0,2002,0,98065,47.5374,-121.875,2380,5823
1311400350,235000,4,1.5,2070,7245,1,0,0,4,7,1060,1010,1964,0,98001,47.3417,-122.281,1450,7350
7773800015,750000,4,2.25,2420,11120,1,0,2,4,8,1620,800,1952,0,98146,47.4954,-122.366,2210,8497
4123400320,627000,4,2.25,1990,7712,1,0,0,3,8,1210,780,1973,0,98027,47.5688,-122.087,1720,7393
2725069157,883000,4,2.5,3670,54450,2,0,0,3,10,3670,0,1999,0,98074,47.6211,-122.016,2900,49658
666000143,785000,3,3,1950,1983,3,0,0,3,9,1610,340,2009,0,98004,47.6078,-122.202,2040,2131
5101408678,457000,2,1.75,2060,7192,1,0,0,3,7,1420,640,1940,0,98125,47.7038,-122.317,1860,7140
6371000026,367500,2,2,1030,600,2,0,0,3,8,680,350,2004,0,98116,47.5788,-122.41,1120,1267
2024059084,625000,4,2.75,2290,21486,1,0,2,5,7,2290,0,1963,0,98006,47.5515,-122.189,2540,15936
7283900036,402500,3,1,990,10752,1.5,0,0,4,7,990,0,1929,0,98133,47.7648,-122.35,1820,7600
8881900230,755000,3,2.75,2870,6600,2,0,2,3,8,2870,0,1984,0,98008,47.5745,-122.113,2570,7925
3959400135,380000,2,1,1210,4800,1,0,0,3,8,1060,150,1950,0,98108,47.5625,-122.316,1380,4800
7696610270,238000,3,1.5,1360,7488,1,0,0,4,7,1050,310,1975,0,98001,47.3314,-122.275,1580,7508
1689400150,848000,3,2.75,2170,2738,1.5,0,0,4,9,1550,620,1930,0,98109,47.6389,-122.349,1170,1062
5103900015,358000,3,1.5,2450,12497,1,0,0,4,7,2450,0,1967,0,98065,47.5317,-121.834,1560,11700
1441000350,440000,4,3.5,3180,4869,2,0,0,3,8,2390,790,2007,0,98055,47.4482,-122.206,2850,4500
5101408735,250000,2,1,800,5220,1,0,0,3,6,800,0,1943,0,98125,47.7037,-122.32,1910,5376
3126059027,2650000,4,3.5,4700,13730,2,0,3,3,11,3500,1200,1958,1995,98033,47.6899,-122.217,3210,15306
2320069014,495000,3,2,2660,192099,1,0,0,4,9,2660,0,1964,0,98022,47.2098,-122.016,2570,43561
9541600015,660000,4,2.25,2010,15375,1,0,0,4,8,2010,0,1957,0,98005,47.5956,-122.174,1930,15375
8682320420,755000,2,2.5,2170,6361,1,0,2,3,8,2170,0,2009,0,98053,47.7109,-122.017,2310,7419
1562200090,600000,4,2.5,2090,7290,1,0,0,5,8,1420,670,1966,0,98007,47.624,-122.142,2110,8436
3395070980,461500,5,3.25,2820,3275,2,0,0,3,8,2230,590,2006,0,98118,47.5339,-122.284,2610,3275
7349600230,275000,3,2.25,1640,6044,2,0,0,3,7,1640,0,1996,0,98002,47.2844,-122.205,1600,7418
522049122,195000,4,1.75,1320,7694,1,0,0,3,7,1320,0,1928,1972,98148,47.4297,-122.325,1620,8468
869700060,315000,3,2.5,1260,2767,2,0,0,3,8,1260,0,1999,0,98059,47.4914,-122.155,1310,2767
811000055,1280000,4,3,3260,4500,2,0,0,3,9,2300,960,1930,2014,98109,47.6314,-122.353,2410,4995
1221059176,353000,4,2.75,2200,268329,1,0,0,3,7,1410,790,1989,0,98092,47.3224,-122.122,2240,58806
1523059103,390000,4,2.5,2570,22215,2,0,0,5,7,2570,0,1958,0,98059,47.4833,-122.157,2460,6533
2025760210,657500,4,2.75,4140,24190,2,0,0,3,11,4140,0,2002,0,98092,47.3062,-122.15,3950,24190
9218400088,495000,5,1,1810,11205,1.5,0,2,3,7,1810,0,1915,0,98178,47.5099,-122.262,1860,7965
8682292020,450000,2,2,1510,4908,1,0,0,3,8,1510,0,2006,0,98053,47.7196,-122.024,1440,3921
2623089135,427000,3,2.5,1830,65340,1,0,0,3,8,1520,310,1991,0,98045,47.4553,-121.75,2100,84942
3758900259,1040000,4,3.5,3900,8391,2,0,0,3,10,3900,0,2006,0,98033,47.6979,-122.205,3820,12268
524069049,700000,3,1.5,1460,78408,1,0,0,4,7,1460,0,1963,0,98075,47.59,-122.058,3320,7787
3121500150,894000,4,2.5,3800,22029,2,0,0,3,9,3800,0,1993,0,98053,47.6734,-122.026,3170,24979
5581400080,770000,4,2.5,3210,14910,2,0,0,3,10,3210,0,1995,0,98074,47.6073,-122.062,3280,14910
8087800020,412500,3,1.5,1490,8475,1,0,0,4,7,1490,0,1963,0,98052,47.6571,-122.133,1490,8540
4070700290,899000,3,2.5,1950,3730,2,0,0,3,9,1950,0,1996,0,98033,47.6731,-122.199,2080,4000
3296000170,555000,5,2.75,2810,13144,1,0,0,3,8,1440,1370,1964,0,98007,47.6199,-122.141,2480,13144
9238500040,400000,3,2.5,2970,23100,1,0,0,3,7,1510,1460,1967,0,98072,47.7735,-122.133,2390,20300
2744600040,330000,3,1.75,1430,8865,1,0,0,3,7,1430,0,1950,0,98125,47.7331,-122.299,1250,8154
6813600380,700000,3,3,2090,7440,1.5,0,0,5,7,1290,800,1922,0,98103,47.6891,-122.331,1570,4960
6140100150,500000,4,2,2280,7200,1,0,0,4,7,2280,0,1956,0,98133,47.7132,-122.355,1100,7620
2201500555,385000,3,1,1420,10980,1,0,0,4,7,1200,220,1954,0,98006,47.574,-122.138,1630,9763
2600110250,840000,4,2.5,2170,9796,1,0,0,4,8,1650,520,1980,0,98006,47.5505,-122.152,2350,9796
4337000275,230500,2,1,740,8853,1,0,0,3,6,740,0,1943,0,98166,47.4793,-122.336,850,8775
1186000150,563250,3,1.75,1370,2800,1,0,0,5,7,800,570,1982,0,98122,47.6157,-122.291,2270,3773
1972201963,523950,3,2.25,1420,1282,3,0,0,3,8,1420,0,2006,0,98103,47.6533,-122.346,1530,1280
1105000745,227064,3,1.5,1570,10824,2,0,0,3,7,1570,0,1908,0,98118,47.54,-122.275,1530,8125
2887700560,616500,3,2,2080,4549,1,0,0,5,7,1040,1040,1954,0,98115,47.6886,-122.309,1620,4549
4039700080,670000,4,1.75,1930,9310,1,0,0,4,9,1930,0,1968,0,98008,47.6158,-122.108,2110,10290
522049104,210000,5,1.75,2340,9148,2,0,0,3,7,2340,0,1957,0,98198,47.4232,-122.324,1390,10019
4202400078,335000,2,1,1410,7000,1,0,0,3,7,1410,0,1968,0,98055,47.4908,-122.223,1540,6000
7520000695,151100,3,1,840,4495,1,0,0,3,6,840,0,1921,0,98146,47.496,-122.349,1260,7434
7714000310,374950,4,2.5,2790,4650,2,0,0,3,8,2790,0,2004,0,98038,47.3557,-122.026,2850,4650
4319200060,840000,3,2,2783,11177,2,0,0,3,8,2783,0,1910,1999,98126,47.538,-122.38,1730,8018
8624700015,640000,4,3,2940,5763,1,0,0,5,8,1640,1300,1955,0,98108,47.5589,-122.295,2020,7320
5104520610,335000,4,2.5,1830,4500,2,0,0,3,7,1830,0,2004,0,98038,47.3504,-122.005,2080,5100
2354300845,210000,3,1,1020,6000,1,0,0,3,5,1020,0,1900,0,98027,47.5281,-122.031,2070,7200
3824100291,452250,4,2.25,2550,10000,1,0,0,4,7,1560,990,1979,0,98028,47.77,-122.259,2440,10000
6151800612,162000,4,1,1460,16638,1,0,0,4,6,1460,0,1975,0,98010,47.3431,-122.048,1460,16638
5454200080,968000,4,1.75,2630,9645,1,0,0,4,9,2630,0,1963,0,98040,47.5459,-122.228,2690,10439
6413600290,252500,3,1,1030,6127,1,0,0,3,7,880,150,1947,0,98125,47.7192,-122.32,1610,6127
2131200065,265800,3,1.75,1460,7361,1,0,0,3,6,1460,0,1982,0,98019,47.7436,-121.979,1460,7505
1459920010,300000,3,2,1451,7159,1,0,0,3,7,1451,0,2010,0,98042,47.3754,-122.163,2303,6126
50300090,398950,4,3,3000,10297,2,0,0,3,8,3000,0,2003,0,98042,47.3684,-122.073,2520,8366
2326300090,865000,3,1.75,2090,4725,2,0,0,3,7,1610,480,1947,2013,98199,47.657,-122.394,1280,4725
7714000070,378000,4,2.5,2790,4650,2,0,0,3,8,2790,0,2004,0,98038,47.3556,-122.026,2820,4650
3630180500,1150000,5,3.5,4350,6218,2,0,2,3,10,3520,830,2007,0,98027,47.5396,-121.997,3260,5989
1727850340,1272000,4,2.75,3200,13729,2,0,0,3,11,3200,0,1984,0,98005,47.6402,-122.171,4050,16921
8691430330,890000,5,3.25,4100,7578,2,0,2,3,10,4100,0,2011,0,98075,47.5955,-121.974,3710,8156
2310030390,275000,3,1.75,1180,6260,1,0,0,4,8,1180,0,1993,0,98038,47.3531,-122.048,1580,7272
5561400610,542500,5,3.5,2730,42500,1,0,0,3,8,1530,1200,1989,0,98027,47.4587,-121.996,3180,37970
